"","X1","committee_name","contributor_occupation","college"
"23174",23174,"ACTBLUE","PROFESSOR","UToledo"
"23175",23175,"ACTBLUE","GTA","OhioStateU"
"23176",23176,"ACTBLUE","DIRECTOR","OhioStateU"
"23177",23177,"ACTBLUE","LECTURER","OhioStateU"
"23178",23178,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"23179",23179,"ACTBLUE","GRADUATE ASSOCIATE","OhioStateU"
"23180",23180,"ACTBLUE","GRADUATE ASSISTANT","BowlingGreenU"
"23181",23181,"ACTBLUE","GRADUATE ASSISTANT","BowlingGreenU"
"23182",23182,"ACTBLUE","PROFESSOR","OberlinC"
"23183",23183,"ACTBLUE","PROFESSOR","OhioStateU"
"23184",23184,"ACTBLUE","PHYSICIAN","OhioStateU"
"23185",23185,"ACTBLUE","ASSOCIATE PROFESSOR","OhioStateU"
"23186",23186,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"23187",23187,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"23188",23188,"ACTBLUE","HIGHER ED ADMIN","KenyonC"
"23189",23189,"ACTBLUE","PROFESSOR OF GERMAN","KenyonC"
"23190",23190,"ACTBLUE","SECRETARY","BowlingGreenU"
"23191",23191,"ACTBLUE","PROFESSOR","OberlinC"
"23192",23192,"ACTBLUE","TEACHER","OhioStateU"
"23193",23193,"ACTBLUE","AN IT MANAGER","OberlinC"
"23194",23194,"ACTBLUE","PROFESSOR OF LAW","OhioStateU"
"23195",23195,"ACTBLUE","PROFESSOR","OhioStateU"
"23196",23196,"ACTBLUE","PROFESSOR","BowlingGreenU"
"23197",23197,"ACTBLUE","PROFESSOR","BowlingGreenU"
"23198",23198,"ACTBLUE","ASSISTANT PROFESSOR","OhioStateU"
"23199",23199,"ACTBLUE","PROFESSOR","OhioStateU"
"23200",23200,"ACTBLUE","EDUCATOR","OberlinC"
"23201",23201,"ACTBLUE","PROFESSOR","UToledo"
"23202",23202,"ACTBLUE","LIBRARY ASSISTNAT","OhioStateU"
"23203",23203,"ACTBLUE","ADMINISTRATIVE COORDINATOR","OhioStateU"
"23204",23204,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"23205",23205,"ACTBLUE","ADMINISTRATOR","KenyonC"
"23206",23206,"ACTBLUE","ASST. DEAN","UToledo"
"23207",23207,"ACTBLUE","TEACHER","OberlinC"
"23208",23208,"ACTBLUE","STUDENT","KenyonC"
"23209",23209,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23210",23210,"ACTBLUE","PHYSICIAN","OhioStateU"
"23211",23211,"ACTBLUE","POSTDOCTORAL FELLOW","UToledo"
"23212",23212,"ACTBLUE","PROJECT COORDINATOR","OhioStateU"
"23213",23213,"ACTBLUE","DIRECTOR, CORP. & FDN. RELATIONS","KenyonC"
"23214",23214,"ACTBLUE","PHYSICAL THERAPIST","OhioStateU"
"23215",23215,"ACTBLUE","PROFESSOR","OWesleyanU"
"23216",23216,"ACTBLUE","H R SERVICE REPRESENTATIVE","OhioStateU"
"23217",23217,"ACTBLUE","COLLEGE ADMINISTRATOR","OberlinC"
"23218",23218,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"23219",23219,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"23220",23220,"ACTBLUE","ENVIRONMENTAL ENGINEER","OhioStateU"
"23221",23221,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"23222",23222,"ACTBLUE","PROFESSOR","UToledo"
"23223",23223,"ACTBLUE","EMERITUS PROFESSOR OF MATHEMATICS (MAN","OhioStateU"
"23224",23224,"ACTBLUE","PROFESSOR","OberlinC"
"23225",23225,"ACTBLUE","DESIGN ENGINEER","OhioStateU"
"23226",23226,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"23227",23227,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"23228",23228,"ACTBLUE","PROFESSOR","BowlingGreenU"
"23229",23229,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"23230",23230,"ACTBLUE","DIRECTOR, CORP. & FDN. RELATIONS","KenyonC"
"23231",23231,"ACTBLUE","COMPUTER NETWORK ADMINISTRATOR","OberlinC"
"23232",23232,"ACTBLUE","RESEARCH ASSISTANT","OhioStateU"
"23233",23233,"ACTBLUE","EDUCATOR","OWesleyanU"
"23234",23234,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"23235",23235,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"23236",23236,"ACTBLUE","SECRETARY","OhioStateU"
"23237",23237,"ACTBLUE","SECRETARY","OhioStateU"
"23238",23238,"ACTBLUE","ASTRONOMER","OhioStateU"
"23239",23239,"ACTBLUE","SAFETY OFFICER","OhioStateU"
"23240",23240,"ACTBLUE","ATTORNEY","OhioStateU"
"23241",23241,"ACTBLUE","PROFESSOR","UToledo"
"23242",23242,"ACTBLUE","PHYSICIST","OhioStateU"
"23243",23243,"ACTBLUE","PROFESSOR","OberlinC"
"23244",23244,"ACTBLUE","PROFESSOR","OhioStateU"
"23245",23245,"ACTBLUE","PROFESSOR","OhioStateU"
"23246",23246,"ACTBLUE","PROFESSOR","OhioStateU"
"23247",23247,"ACTBLUE","PROFESSOR","OberlinC"
"23248",23248,"ACTBLUE","SCIENTIST","OhioStateU"
"23249",23249,"ACTBLUE","SCIENTIST","OhioStateU"
"23250",23250,"ACTBLUE","PHYSICIAN","OhioStateU"
"23251",23251,"ACTBLUE","PHYSICIAN","OhioStateU"
"23252",23252,"ACTBLUE","PHARMACY EDUCATION","UToledo"
"23253",23253,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"23254",23254,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"23255",23255,"ACTBLUE","ENGINEER","OhioStateU"
"23256",23256,"ACTBLUE","SCIENTIST","OhioStateU"
"23257",23257,"ACTBLUE","SCIENTIST","OhioStateU"
"23258",23258,"ACTBLUE","REGISTERED NURSE","OhioStateU"
"23259",23259,"ACTBLUE","PHD CANDIDATE","OhioStateU"
"23260",23260,"ACTBLUE","FACULTY","OhioStateU"
"23261",23261,"ACTBLUE","LIBRARIAN","BowlingGreenU"
"23262",23262,"ACTBLUE","LIBRARIAN","BowlingGreenU"
"23263",23263,"ACTBLUE","GENETICS RESEARCH","OhioStateU"
"23264",23264,"ACTBLUE","GENETICS RESEARCH","OhioStateU"
"23265",23265,"ACTBLUE","GENETICS RESEARCH","OhioStateU"
"23266",23266,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"23267",23267,"ACTBLUE","CANCER GENETICS RESEARCH","OhioStateU"
"23268",23268,"ACTBLUE","REGISTERED NURSE","OhioStateU"
"23269",23269,"ACTBLUE","PROFESSOR","KenyonC"
"23270",23270,"ACTBLUE","PROFESSOR","OhioStateU"
"23271",23271,"ACTBLUE","SYSTEMS SPECIALIST","OhioStateU"
"23272",23272,"ACTBLUE","TEACHER","OhioStateU"
"23273",23273,"ACTBLUE","SCIENTIST","OhioStateU"
"23274",23274,"ACTBLUE","RESEARCHER","OhioStateU"
"23275",23275,"ACTBLUE","PROFESSOR","OberlinC"
"23276",23276,"ACTBLUE","GENETICS RESEARCH","OhioStateU"
"23277",23277,"ACTBLUE","GENETICS RESEARCH","OhioStateU"
"23278",23278,"ACTBLUE","GENETICS RESEARCH","OhioStateU"
"23279",23279,"ACTBLUE","GENETICS RESEARCH","OhioStateU"
"23280",23280,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23281",23281,"ACTBLUE","ART DIRECTOR","OhioStateU"
"23282",23282,"ACTBLUE","HEALTH CARE","UToledo"
"23283",23283,"ACTBLUE","PHYSICIST","OhioStateU"
"23284",23284,"ACTBLUE","PROFESSOR","OberlinC"
"23285",23285,"ACTBLUE","ADMINISTRATIVE ASSISTANT","OhioStateU"
"23286",23286,"ACTBLUE","PROFESSOR","OhioStateU"
"23287",23287,"ACTBLUE","ENGINEER","OhioStateU"
"23288",23288,"ACTBLUE","FUNDRAISER","OhioStateU"
"23289",23289,"ACTBLUE","FUNDRAISER","OhioStateU"
"23290",23290,"ACTBLUE","ADMINISTRATIVE ASSISTANT","OhioStateU"
"23291",23291,"ACTBLUE","ADMINISTRATIVE ASSISTANT","OhioStateU"
"23292",23292,"ACTBLUE","ADMINISTRATIVE ASSISTANT","OhioStateU"
"23293",23293,"ACTBLUE","FACULTY","OberlinC"
"23294",23294,"ACTBLUE","FACULTY","OberlinC"
"23295",23295,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"23296",23296,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"23297",23297,"ACTBLUE","PROFESSOR","OhioStateU"
"23298",23298,"ACTBLUE","LECTURER","OhioStateU"
"23299",23299,"ACTBLUE","PROFESSOR","OhioStateU"
"23300",23300,"ACTBLUE","PROFESSOR","OhioStateU"
"23301",23301,"ACTBLUE","PROFESSOR","OhioStateU"
"23302",23302,"ACTBLUE","PROFESSOR","OhioStateU"
"23303",23303,"ACTBLUE","PROFESSOR","OberlinC"
"23304",23304,"ACTBLUE","PROFESSOR","OberlinC"
"23305",23305,"ACTBLUE","ASSISTANT DEAN","OhioStateU"
"23306",23306,"ACTBLUE","REGISTERS VETERINARY TECHNICIAN","OhioStateU"
"23307",23307,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"23308",23308,"ACTBLUE","MARKETING","UToledo"
"23309",23309,"ACTBLUE","SYSTEM ENGINEER","OhioStateU"
"23310",23310,"ACTBLUE","ADMIN. ASSOC.","OhioStateU"
"23311",23311,"ACTBLUE","PROFESSOR","KenyonC"
"23312",23312,"ACTBLUE","GRADUATE RESEARCH ASSOCIATE","OhioStateU"
"23313",23313,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"23314",23314,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"23315",23315,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"23316",23316,"ACTBLUE","GRADUATE STUDENT","OhioStateU"
"23317",23317,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23318",23318,"ACTBLUE","EDUCATOR","OWesleyanU"
"23319",23319,"ACTBLUE","SENIOR DATA MANAGER","OhioStateU"
"23320",23320,"ACTBLUE","SENIOR DATA MANAGER","OhioStateU"
"23321",23321,"ACTBLUE","PSYCHOLOGIST","OhioStateU"
"23322",23322,"ACTBLUE","PROFESSOR","OhioStateU"
"23323",23323,"ACTBLUE","LECTURER","OhioStateU"
"23324",23324,"ACTBLUE","PROFESSOR","OhioStateU"
"23325",23325,"ACTBLUE","UNIVERSITY CHAPLAIN","OWesleyanU"
"23326",23326,"ACTBLUE","STUDENT","OberlinC"
"23327",23327,"ACTBLUE","PROFESSOR","BowlingGreenU"
"23328",23328,"ACTBLUE","ADMIN","OhioStateU"
"23329",23329,"ACTBLUE","ADMIN","OhioStateU"
"23330",23330,"ACTBLUE","PROFESSOR","OberlinC"
"23331",23331,"ACTBLUE","EDUCATOR","OWesleyanU"
"23332",23332,"ACTBLUE","ADMIN","OhioStateU"
"23333",23333,"ACTBLUE","HISTORY PROFESSOR","OhioStateU"
"23334",23334,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"23335",23335,"ACTBLUE","PROFESSOR","OhioStateU"
"23336",23336,"ACTBLUE","RESEARCH ASSISTANT","OhioStateU"
"23337",23337,"ACTBLUE","RESEARCH ASSISTANT","OhioStateU"
"23338",23338,"ACTBLUE","RESEARCH ASSISTANT","OhioStateU"
"23339",23339,"ACTBLUE","PROFESSOR","OhioStateU"
"23340",23340,"ACTBLUE","STUDENT","OhioStateU"
"23341",23341,"ACTBLUE","PROFESSOR","OhioStateU"
"23342",23342,"ACTBLUE","FACULTY","OhioStateU"
"23343",23343,"ACTBLUE","FACULTY","OhioStateU"
"23344",23344,"ACTBLUE","RESEARCH ASSISTANT","OhioStateU"
"23345",23345,"ACTBLUE","ASST. PROFESSOR","OhioStateU"
"23346",23346,"ACTBLUE","STUDENT","OberlinC"
"23347",23347,"ACTBLUE","REGISTERED NURSE","OhioStateU"
"23348",23348,"ACTBLUE","PROFESSOR","OhioStateU"
"23349",23349,"ACTBLUE","FACULTY","OberlinC"
"23350",23350,"ACTBLUE","SENIOR DATA MANAGER","OhioStateU"
"23351",23351,"ACTBLUE","PROFESSOR OF CLASSICS","OhioStateU"
"23352",23352,"ACTBLUE","PROFESSOR OF CLASSICS","OhioStateU"
"23353",23353,"ACTBLUE","PROFESSOR OF CLASSICS","OhioStateU"
"23354",23354,"ACTBLUE","PROFESSOR OF CLASSICS","OhioStateU"
"23355",23355,"ACTBLUE","PROFESSOR","KenyonC"
"23356",23356,"ACTBLUE","PROFESSOR","KenyonC"
"23357",23357,"ACTBLUE","PROFESSOR","OhioStateU"
"23358",23358,"ACTBLUE","EDUCATOR","OWesleyanU"
"23359",23359,"ACTBLUE","SECRETARY","OhioStateU"
"23360",23360,"ACTBLUE","SENIOR DATA MANAGER","OhioStateU"
"23361",23361,"ACTBLUE","PROFESSOR","UToledo"
"23362",23362,"ACTBLUE","GRADUATE ASSOCIATE","OhioStateU"
"23363",23363,"ACTBLUE","GRADUATE ASSOCIATE","OhioStateU"
"23364",23364,"ACTBLUE","ARTIST","OhioStateU"
"23365",23365,"ACTBLUE","PHYSICIAN","OhioStateU"
"23366",23366,"ACTBLUE","RESEARCHER","UToledo"
"23367",23367,"ACTBLUE","PROFESSOR","OhioStateU"
"23368",23368,"ACTBLUE","PROFESSOR","OhioStateU"
"23369",23369,"ACTBLUE","COLLEGE PROFESSOR","OberlinC"
"23370",23370,"ACTBLUE","RESEARCH ASSISTANT","OhioStateU"
"23371",23371,"ACTBLUE","STUDENT","OhioStateU"
"23372",23372,"ACTBLUE","DIRECTOR","OhioStateU"
"23373",23373,"ACTBLUE","TEACHER","OhioStateU"
"23374",23374,"ACTBLUE","DIRECTOR","OhioStateU"
"23375",23375,"ACTBLUE","TEACHER","OhioStateU"
"23376",23376,"ACTBLUE","ASSOCIATE DEAN","OberlinC"
"23377",23377,"ACTBLUE","FACULTY","OberlinC"
"23378",23378,"ACTBLUE","FACULTY","OberlinC"
"23379",23379,"ACTBLUE","FACULTY","OberlinC"
"23380",23380,"ACTBLUE","ACCOUNTANT","OhioStateU"
"23381",23381,"ACTBLUE","EDUCATOR","OhioStateU"
"23382",23382,"ACTBLUE","ARTIST","OhioStateU"
"23383",23383,"ACTBLUE","PROFESSOR","OhioStateU"
"23384",23384,"ACTBLUE","STUDENT","OhioStateU"
"23385",23385,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23386",23386,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23387",23387,"ACTBLUE","TEACHER","OhioStateU"
"23388",23388,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"23389",23389,"ACTBLUE","REGISTERED NURSE","OhioStateU"
"23390",23390,"ACTBLUE","EDUCATOR","UToledo"
"23391",23391,"ACTBLUE","PROFESSOR","OberlinC"
"23392",23392,"ACTBLUE","PROFESSOR","OberlinC"
"23393",23393,"ACTBLUE","PSYCHIATRIST","OhioStateU"
"23394",23394,"ACTBLUE","PROFESSOR","OhioStateU"
"23395",23395,"ACTBLUE","UNIVERSITY DENTAL FACULTY","OhioStateU"
"23396",23396,"ACTBLUE","LICENSED COUNSELOR","OhioStateU"
"23397",23397,"ACTBLUE","EDUCATION","OhioStateU"
"23398",23398,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23399",23399,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23400",23400,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23401",23401,"ACTBLUE","TUTORING COORDINATOR","OberlinC"
"23402",23402,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"23403",23403,"ACTBLUE","SENIOR DATA MANAGER","OhioStateU"
"23404",23404,"ACTBLUE","SENIOR DATA MANAGER","OhioStateU"
"23405",23405,"ACTBLUE","PROFESSOR","OberlinC"
"23406",23406,"ACTBLUE","ADMIN. SECRETARY","UToledo"
"23407",23407,"ACTBLUE","PROFESSOR","OhioStateU"
"23408",23408,"ACTBLUE","PROFESSOR","OhioStateU"
"23409",23409,"ACTBLUE","RESEARCHER","OhioStateU"
"23410",23410,"ACTBLUE","ASSOCIATE PROFESSOR","BowlingGreenU"
"23411",23411,"ACTBLUE","PROFESSOR","OberlinC"
"23412",23412,"ACTBLUE","FUNDRAISING","OhioStateU"
"23413",23413,"ACTBLUE","FUNDRAISING","OhioStateU"
"23414",23414,"ACTBLUE","PROFESSOR OF CLASSICS","OhioStateU"
"23415",23415,"ACTBLUE","COLLEGE ADMINISTRATOR","OberlinC"
"23416",23416,"ACTBLUE","CTO","OhioStateU"
"23417",23417,"ACTBLUE","PROFESSOR","UToledo"
"23418",23418,"ACTBLUE","PROFESSOR","UToledo"
"23419",23419,"ACTBLUE","PROFESSOR","OhioStateU"
"23420",23420,"ACTBLUE","PROFESSOR","OhioStateU"
"23421",23421,"ACTBLUE","GRADUATE TEACHING ASSOCIATE","OhioStateU"
"23422",23422,"ACTBLUE","DESIGN ENGINEER","OhioStateU"
"23423",23423,"ACTBLUE","EDUCATOR","OhioStateU"
"23424",23424,"ACTBLUE","COLLEGE PROFESSOR","KenyonC"
"23425",23425,"ACTBLUE","COLLEGE PROFESSOR","KenyonC"
"23426",23426,"ACTBLUE","ENGLISH LECTURER","OhioStateU"
"23427",23427,"ACTBLUE","REGISTERED NURSE","OhioStateU"
"23428",23428,"ACTBLUE","REGISTERED NURSE","OhioStateU"
"23429",23429,"ACTBLUE","DENTAL HYGIENIST","OhioStateU"
"23430",23430,"ACTBLUE","PROFESSOR","OhioStateU"
"23431",23431,"ACTBLUE","PROFESSOR","OhioStateU"
"23432",23432,"ACTBLUE","ASSISTANT RESEARCH PROFESSOR","OhioStateU"
"23433",23433,"ACTBLUE","MENTAL HEALTH CLINICAL NURSE SPECIALIS","OhioStateU"
"23434",23434,"ACTBLUE","COLLEGE PROFESSOR","OberlinC"
"23435",23435,"ACTBLUE","GRADUATE RESEARCH ASSISTANT","OhioStateU"
"23436",23436,"ACTBLUE","PROFESSOR","UToledo"
"23437",23437,"ACTBLUE","PROFESSOR","UToledo"
"23438",23438,"ACTBLUE","PROFESSOR","OhioStateU"
"23439",23439,"ACTBLUE","MENTAL HEALTH CLINICAL NURSE SPECIALIS","OhioStateU"
"23440",23440,"ACTBLUE","PROFESSOR","OhioStateU"
"23441",23441,"ACTBLUE","COMPUTER NETWORK ADMINISTRATOR","OberlinC"
"23442",23442,"ACTBLUE","COMPUTER NETWORK ADMINISTRATOR","OberlinC"
"23443",23443,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"23444",23444,"ACTBLUE","UNIVERSITY ADMINISTRATOR","KenyonC"
"23445",23445,"ACTBLUE","PROFESSOR","OberlinC"
"23446",23446,"ACTBLUE","PROFESSOR","OberlinC"
"23447",23447,"ACTBLUE","INSTRUCTIONAL DESIGNER","OhioStateU"
"23448",23448,"ACTBLUE","SECRETARY","BowlingGreenU"
"23449",23449,"ACTBLUE","TEACHER","OberlinC"
"23450",23450,"ACTBLUE","LECTURER","OhioStateU"
"23451",23451,"ACTBLUE","GRADUATE TEACHING ASSISTANT (PHD CANDI","OhioStateU"
"23452",23452,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"23453",23453,"ACTBLUE","ASSOCIATE PROFESSOR","OhioStateU"
"23454",23454,"ACTBLUE","PROFESSOR","UToledo"
"23455",23455,"ACTBLUE","COMMUNICATIONS COORDINATOR","OhioStateU"
"23456",23456,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23457",23457,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23458",23458,"ACTBLUE","SOCIAL WORKER","OhioStateU"
"23459",23459,"ACTBLUE","SOCIAL WORKER","OhioStateU"
"23460",23460,"ACTBLUE","PHYSICIAN","OhioStateU"
"23461",23461,"ACTBLUE","ASSOCIATE PROFESSOR","OhioStateU"
"23462",23462,"ACTBLUE","COMMUNITY ADVISOR","OhioStateU"
"23463",23463,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23464",23464,"ACTBLUE","ADMINISTRATOR","OhioStateU"
"23465",23465,"ACTBLUE","ADMINISTRATOR","OhioStateU"
"23466",23466,"ACTBLUE","FACULTY","UToledo"
"23467",23467,"ACTBLUE","LECTURER",NA
"23468",23468,"ACTBLUE","PROFESSOR","UToledo"
"23469",23469,"ACTBLUE","ADMINISTRATOR","OhioStateU"
"23470",23470,"ACTBLUE","LIBRARIAN","OberlinC"
"23471",23471,"ACTBLUE","ADMIN","OhioStateU"
"23472",23472,"ACTBLUE","PROFESSOR","OhioStateU"
"23473",23473,"ACTBLUE","PROFESSOR","OhioStateU"
"23474",23474,"ACTBLUE","PROFESSOR","OhioStateU"
"23475",23475,"ACTBLUE","LIBRARY ASSISTNAT","OhioStateU"
"23476",23476,"ACTBLUE","RETIRED PROFESSOR","OhioStateU"
"23477",23477,"ACTBLUE","DEVELOPMENT OFFICER","OhioStateU"
"23478",23478,"ACTBLUE","DEVELOPMENT OFFICER","OhioStateU"
"23479",23479,"ACTBLUE","GRADUATE ASSOCIATE","OhioStateU"
"23480",23480,"ACTBLUE","PHYSICIAN","OhioStateU"
"23481",23481,"ACTBLUE","ASSISTANT RESEARCH PROFESSOR","OhioStateU"
"23482",23482,"ACTBLUE","PROFESSOR","OhioStateU"
"23483",23483,"ACTBLUE","TEACHER","OhioStateU"
"23484",23484,"ACTBLUE","PROFESSOR","OhioStateU"
"23485",23485,"ACTBLUE","EDUCATOR","OhioStateU"
"23486",23486,"ACTBLUE","PUBLIC RELATIONS","UToledo"
"23487",23487,"ACTBLUE","TEACHER","BowlingGreenU"
"23488",23488,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23489",23489,"ACTBLUE","PROFESSOR","UToledo"
"23490",23490,"ACTBLUE","PROFESSOR","UToledo"
"23491",23491,"ACTBLUE","PROFESSOR","UToledo"
"23492",23492,"ACTBLUE","PROFESSOR","OhioStateU"
"23493",23493,"ACTBLUE","PROFESSOR","OhioStateU"
"23494",23494,"ACTBLUE","PROFESSOR","KenyonC"
"23495",23495,"ACTBLUE","COLLEGE PROFESSOR","OberlinC"
"23496",23496,"ACTBLUE","EDITOR","OberlinC"
"23497",23497,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23498",23498,"ACTBLUE","WRITER","OhioStateU"
"23499",23499,"ACTBLUE","PSYCHIATRIST","OhioStateU"
"23500",23500,"ACTBLUE","PROFESSOR","UToledo"
"23501",23501,"ACTBLUE","COLLEGE PROFESSOR","BowlingGreenU"
"23502",23502,"ACTBLUE","COMMUNICATOR","OhioStateU"
"23503",23503,"ACTBLUE","COMMUNICATOR","OhioStateU"
"23504",23504,"ACTBLUE","COLLEGE PROFESSOR","OhioStateU"
"23505",23505,"ACTBLUE","PHYSICIAN","OhioStateU"
"23506",23506,"ACTBLUE","PHYSICIAN","OhioStateU"
"23507",23507,"ACTBLUE","RESEARCH ASSOCIATE","OhioStateU"
"23508",23508,"ACTBLUE","TEACHER","UToledo"
"23509",23509,"ACTBLUE","SCIENTIST","OhioStateU"
"23510",23510,"ACTBLUE","SECRETARY","OhioStateU"
"23511",23511,"ACTBLUE","STUDENT","OhioStateU"
"23512",23512,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23513",23513,"ACTBLUE","PROFESSOR","OhioStateU"
"23514",23514,"ACTBLUE","RESEARCH SCIENTIST","OhioStateU"
"23515",23515,"ACTBLUE","SPECIAL EVENTS COORDINATOR","OhioStateU"
"23516",23516,"ACTBLUE","FACULTY","OhioStateU"
"23517",23517,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"23518",23518,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"23519",23519,"ACTBLUE","PROFESSOR","OhioStateU"
"23520",23520,"ACTBLUE","EDITOR","OberlinC"
"23521",23521,"ACTBLUE","EDITOR","OberlinC"
"23522",23522,"ACTBLUE","EDITOR","OberlinC"
"23523",23523,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"23524",23524,"ACTBLUE","TUTOR COORDINATOR","OberlinC"
"23525",23525,"ACTBLUE","ADMINISTRATIVE","OhioStateU"
"23526",23526,"ACTBLUE","TEACHER","OhioStateU"
"23527",23527,"ACTBLUE","PROFESSOR","BowlingGreenU"
"23528",23528,"ACTBLUE","HEALTHCARE IT","OhioStateU"
"23529",23529,"ACTBLUE","GRANTS & CONTRACTS SPECIALIST","OhioStateU"
"23530",23530,"ACTBLUE","ADVISOR","OhioStateU"
"23531",23531,"ACTBLUE","ADMIN MGR","OhioStateU"
"23532",23532,"ACTBLUE","PROFESSOR","OhioStateU"
"23533",23533,"ACTBLUE","PROFESSOR","OhioStateU"
"23534",23534,"ACTBLUE","PROFESSOR","OhioStateU"
"23535",23535,"ACTBLUE","GRADUATE STUDENT","OhioStateU"
"23536",23536,"ACTBLUE","GRADUATE STUDENT","OhioStateU"
"23537",23537,"ACTBLUE","LECTURER","OhioStateU"
"23538",23538,"ACTBLUE","EDUCATOR","OhioStateU"
"23539",23539,"ACTBLUE","GRADUATE STUDENT","OhioStateU"
"23540",23540,"ACTBLUE","ARCHIVIST","BowlingGreenU"
"23541",23541,"ACTBLUE","PHYSICIAN","OhioStateU"
"23542",23542,"ACTBLUE","PROFESSOR OF CLASSICS","OhioStateU"
"23543",23543,"ACTBLUE","PROFESSOR OF CLASSICS","OhioStateU"
"23544",23544,"ACTBLUE","PROGRAM MANAGER","OhioStateU"
"23545",23545,"ACTBLUE","PROFESSOR","OhioStateU"
"23546",23546,"ACTBLUE","SECRETARY","OhioStateU"
"23547",23547,"ACTBLUE","SECRETARY","OhioStateU"
"23548",23548,"ACTBLUE","SECRETARY","OhioStateU"
"23549",23549,"ACTBLUE","LIBRARY ASSISTANT","OhioStateU"
"23550",23550,"ACTBLUE","COLLEGE PROFESSOR","KenyonC"
"23551",23551,"ACTBLUE","PROFESSOR","OberlinC"
"23552",23552,"ACTBLUE","SECRETARY","OhioStateU"
"23553",23553,"ACTBLUE","EDUCATOR","OhioStateU"
"23554",23554,"ACTBLUE","EDUCATOR","OhioStateU"
"23555",23555,"ACTBLUE","PROFESSOR OF CLASSICS","OhioStateU"
"23556",23556,"ACTBLUE","PROFESSOR OF CLASSICS","OhioStateU"
"23557",23557,"ACTBLUE","SECRETARY","OhioStateU"
"23558",23558,"ACTBLUE","PROFESSOR","BowlingGreenU"
"23559",23559,"ACTBLUE","GRADUATE STUDENT","OhioStateU"
"23560",23560,"ACTBLUE","SECRETARY","BowlingGreenU"
"23561",23561,"ACTBLUE","ACADEMIC ADVISOR","OhioStateU"
"23562",23562,"ACTBLUE","CORP. FDN. RELATIONS","KenyonC"
"23563",23563,"ACTBLUE","LIBRARIAN","OhioStateU"
"23564",23564,"ACTBLUE","PROFESSOR","OberlinC"
"23565",23565,"ACTBLUE","PROFESSOR","OberlinC"
"23566",23566,"ACTBLUE","ADJUNCT PROFESSOR","UToledo"
"23567",23567,"ACTBLUE","PROFESSOR","OberlinC"
"23568",23568,"ACTBLUE","PROFESSOR","OberlinC"
"23569",23569,"ACTBLUE","CURATOR","OhioStateU"
"23570",23570,"ACTBLUE","RESEARCHER","OhioStateU"
"23571",23571,"ACTBLUE","RESEARCHER","OhioStateU"
"23572",23572,"ACTBLUE","UNIVERSITY PROFESSOR","OhioStateU"
"23573",23573,"ACTBLUE","FACULTY","OhioStateU"
"23574",23574,"ACTBLUE","PROFESSOR","OhioStateU"
"23575",23575,"ACTBLUE","PROFESSOR","OhioStateU"
